1.1279333333333332, 0.33838, 50, 49.66162
1.1301333333333332, 0.33904, 50, 49.66096
1.1306666666666667, 0.3392, 50, 49.6608
1.1311333333333333, 0.33934, 50, 49.66066
1.1316, 0.33948, 50, 49.66052
1.1320666666666666, 0.33962, 50, 49.66038
1.1324666666666667, 0.33974, 50, 49.66026
1.1328666666666667, 0.33986, 50, 49.66014
1.1332666666666666, 0.33998, 50, 49.66002
1.1336666666666666, 0.3401, 50, 49.6599
1.1340666666666668, 0.34022, 50, 49.65978
1.1344666666666667, 0.34034, 50, 49.65966
1.1348666666666667, 0.34046, 50, 49.65954
1.1352666666666666, 0.34058, 50, 49.65942
1.1356666666666666, 0.3407, 50, 49.6593
1.1360666666666666, 0.34082, 50, 49.65918
1.1364666666666665, 0.34093999999999997, 50, 49.65906
1.137, 0.34109999999999996, 50, 49.6589
1.1374, 0.34121999999999997, 50, 49.65878
1.1378666666666666, 0.34136, 50, 49.65864
1.1382666666666668, 0.34148, 50, 49.65852
1.1386666666666667, 0.3416, 50, 49.6584
1.1390666666666667, 0.34172, 50, 49.65828
1.1394, 0.34182, 50, 49.65818
1.1398, 0.34194, 50, 49.65806
1.1401999999999999, 0.34206, 50, 49.65794
1.1406, 0.34218, 50, 49.65782
1.141, 0.3423, 50, 49.6577
1.1413333333333333, 0.34240000000000004, 50, 49.6576
1.1418, 0.34254, 50, 49.65746
1.1422, 0.34266, 50, 49.65734
1.1425333333333334, 0.34276, 50, 49.65724
1.1429333333333334, 0.34287999999999996, 50, 49.65712
1.1434, 0.34302, 50, 49.65698
1.1437333333333333, 0.34312, 50, 49.65688
1.1441333333333334, 0.34324, 50, 49.65676
1.1446, 0.34338, 50, 49.65662
1.1449333333333334, 0.34348, 50, 49.65652
1.1453333333333333, 0.3436, 50, 49.6564
1.1458, 0.34374, 50, 49.65626
1.1461333333333332, 0.34384, 50, 49.65616
1.1465333333333332, 0.34396, 50, 49.65604
1.1469333333333334, 0.34408, 50, 49.65592
1.1473333333333333, 0.3442, 50, 49.6558
1.1477333333333335, 0.34432, 50, 49.65568
1.1481333333333335, 0.34444, 50, 49.65556
1.1485333333333334, 0.34456, 50, 49.65544
1.1489333333333334, 0.34468, 50, 49.65532
1.1493333333333333, 0.3448, 50, 49.6552
1.1497333333333333, 0.34492, 50, 49.65508
1.1501333333333332, 0.34504, 50, 49.65496
1.1505333333333332, 0.34515999999999997, 50, 49.65484
1.1509333333333334, 0.34528000000000003, 50, 49.65472
1.1514, 0.34542, 50, 49.65458
1.1518000000000002, 0.34554, 50, 49.65446
1.1522000000000001, 0.34566, 50, 49.65434
1.1526, 0.34578, 50, 49.65422
1.153, 0.3459, 50, 49.6541
1.1533333333333333, 0.346, 50, 49.654
1.1538, 0.34614, 50, 49.65386
1.1542, 0.34626, 50, 49.65374
1.1545333333333334, 0.34636, 50, 49.65364
1.1549333333333334, 0.34648, 50, 49.65352
1.1553333333333333, 0.3466, 50, 49.6534
1.1557333333333333, 0.34672000000000003, 50, 49.65328
1.1562000000000001, 0.34686, 50, 49.65314
1.1566, 0.34698, 50, 49.65302
1.1569333333333334, 0.34708, 50, 49.65292
1.1574, 0.34722, 50, 49.65278
1.1577333333333333, 0.34732, 50, 49.65268
1.1582000000000001, 0.34746, 50, 49.65254
1.1586, 0.34758, 50, 49.65242
1.1589333333333334, 0.34768, 50, 49.65232
1.1594, 0.34782, 50, 49.65218
1.1598, 0.34794, 50, 49.65206
1.1602, 0.34806, 50, 49.65194
1.1605333333333332, 0.34815999999999997, 50, 49.65184
1.161, 0.3483, 50, 49.6517
1.1613333333333333, 0.34840000000000004, 50, 49.6516
1.1618, 0.34854, 50, 49.65146
1.1622000000000001, 0.34866, 50, 49.65134
1.1626, 0.34878, 50, 49.65122
1.1629333333333334, 0.34887999999999997, 50, 49.65112
1.1634, 0.34902, 50, 49.65098
1.1637333333333333, 0.34912, 50, 49.65088
1.1641333333333332, 0.34924, 50, 49.65076
1.1645333333333334, 0.34936, 50, 49.65064
1.1649333333333334, 0.34948, 50, 49.65052
1.1653333333333333, 0.3496, 50, 49.6504
1.1658, 0.34974, 50, 49.65026
1.1662, 0.34986, 50, 49.65014
1.1665333333333332, 0.34996, 50, 49.65004
1.1669333333333334, 0.35008, 50, 49.64992
1.1673333333333333, 0.35019999999999996, 50, 49.6498
1.1678, 0.35034, 50, 49.64966
1.1681333333333335, 0.35044000000000003, 50, 49.64956
1.1686, 0.35058, 50, 49.64942
1.169, 0.3507, 50, 49.6493
1.1693333333333333, 0.3508, 50, 49.6492
1.1697333333333333, 0.35092, 50, 49.64908
1.1701333333333332, 0.35104, 50, 49.64896
1.1705333333333332, 0.35115999999999997, 50, 49.64884
1.171, 0.3513, 50, 49.6487
1.1713333333333333, 0.35140000000000005, 50, 49.6486
1.1718000000000002, 0.35154, 50, 49.64846
1.1722000000000001, 0.35166000000000003, 50, 49.64834
1.1726, 0.35178, 50, 49.64822
1.173, 0.3519, 50, 49.6481
1.1734, 0.35202, 50, 49.64798
1.1737333333333333, 0.35212, 50, 49.64788
1.1742, 0.35226, 50, 49.64774
1.1745333333333334, 0.35236, 50, 49.64764
1.1749333333333334, 0.35248, 50, 49.64752
1.1753333333333333, 0.3526, 50, 49.6474
1.1757333333333333, 0.35272000000000003, 50, 49.64728
1.1762000000000001, 0.35286, 50, 49.64714
1.1766, 0.35298, 50, 49.64702
1.1769333333333334, 0.35308, 50, 49.64692
1.1773333333333333, 0.35319999999999996, 50, 49.6468
1.1778, 0.35334, 50, 49.64666
